NAME,state,place,K200101_001E,K200101_002E,K200101_003E,K200103_001E,K200103_002E,K200103_003E,K200104_001E,K200104_003E,K200104_004E,K200104_005E,K200104_006E,K200104_007E
"Farmington city, New Mexico",35,25800,46427,22437,23990,38.3,36.5,39.9,21857,624,5098,3154,1945,2416
"Gallup city, New Mexico",35,28460,21857,11486,10371,33.4,33.5,33.4,39771,3578,6524,6818,2588,4042
"Hobbs city, New Mexico",35,32520,39771,20806,18965,34.0,31.9,35.4,112907,15250,18352,14258,9733,11913
"Las Cruces city, New Mexico",35,39380,112907,54249,58658,32.4,32.4,32.3,105839,7740,13936,14985,13348,13065
"Rio Rancho city, New Mexico",35,63460,105839,52775,53064,39.0,37.4,39.7,49332,5450,6352,5954,5983,4916
"Roswell city, New Mexico",35,64930,49332,24854,24478,35.2,33.6,35.8,88196,6827,10083,13544,10073,10375
"Santa Fe city, New Mexico",35,70500,88196,42275,45921,42.5,42.4,42.7,34287,2603,3856,4369,3077,5854
"South Valley CDP, New Mexico",35,74520,34287,17268,17019,40.9,38.3,45.7,98624,21018,15464,13220,9571,10095
"Albany city, New York",36,01000,98624,47524,51100,33.4,32.2,34.6,26663,2561,4472,3996,2771,2732
"Auburn city, New York",36,03078,26663,13824,12839,38.1,37.3,40.0,33988,2306,4227,4513,3429,6011
"Baldwin CDP, New York",36,04143,33988,15789,18199,43.0,44.6,41.9,26430,2499,4572,3647,3611,3905
"Bay Shore CDP, New York",36,04935,26430,13234,13196,42.1,41.4,45.3,47569,7418,7015,5793,4514,5088
"Binghamton city, New York",36,06607,47569,22701,24868,36.0,33.8,37.5,61452,5130,9857,8778,6968,8316
"Brentwood CDP, New York",36,08026,61452,32975,28477,35.9,35.1,38.3,36695,3501,5039,6257,3133,3292
"Brighton CDP, New York",36,08257,36695,17692,19003,36.0,35.3,37.2,276804,30442,47941,35941,27249,36526
"Buffalo city, New York",36,11000,276804,132533,144271,34.5,33.4,35.9,34737,4539,4253,5019,3739,4340
"Centereach CDP, New York",36,13376,34737,17469,17268,35.4,30.8,38.5,40324,3945,6901,5392,4542,4868
"Central Islip CDP, New York",36,13552,40324,20889,19435,32.5,32.2,33.1,76676,5652,11586,10002,9215,10176
"Cheektowaga CDP, New York",36,15000,76676,38011,38665,39.2,39.1,39.3,20448,1331,2218,3086,1456,1861
"Cohoes city, New York",36,16749,20448,8111,12337,39.8,42.6,39.0,36805,2014,3675,3154,5465,6586
"Commack CDP, New York",36,17530,36805,19491,17314,48.3,46.0,49.6,22973,2514,2961,3332,3541,2524
"Copiague CDP, New York",36,18146,22973,11228,11745,39.3,39.5,38.7,36427,3581,4140,3455,6378,6924
"Coram CDP, New York",36,18157,36427,17337,19090,46.6,44.6,48.0,27095,2905,2219,2537,5276,4337
"Deer Park CDP, New York",36,19972,27095,13777,13318,45.4,44.5,46.7,28700,2653,2733,3351,4172,4217
"Dix Hills CDP, New York",36,20687,28700,14394,14306,40.5,39.9,41.7,20715,1797,2120,2889,2156,2660
"Eastchester CDP, New York",36,21809,20715,9686,11029,40.4,41.5,38.4,36182,2232,5260,4547,3534,5083
"East Meadow CDP, New York",36,22502,36182,18095,18087,41.2,38.0,46.6,22558,1905,2014,2534,2307,3508
"East Patchogue CDP, New York",36,22733,22558,9306,13252,48.2,50.9,44.4,26307,2981,4526,3894,2839,4610
"Elmira city, New York",36,24229,26307,13771,12536,40.2,38.6,41.7,34961,2849,7271,4023,5142,4707
"Elmont CDP, New York",36,24273,34961,18721,16240,36.9,34.2,40.2,34873,3235,4169,3964,6421,4017
"Franklin Square CDP, New York",36,27309,34873,16190,18683,39.4,42.1,38.0,44192,3623,6557,5810,6705,5041
"Freeport village, New York",36,27485,44192,21875,22317,40.3,37.2,42.4,22086,2753,1071,3653,2592,2895
"Garden City village, New York",36,28178,22086,9966,12120,41.2,41.0,41.3,28127,2923,3677,2574,2302,5520
"Glen Cove city, New York",36,29113,28127,13515,14612,43.5,35.8,51.3,28776,5376,2148,3087,4827,3034
"Harrison village, New York",36,32402,28776,12679,16097,36.0,37.8,34.2,58741,6461,9235,7818,8588,6857
"Hempstead village, New York",36,33139,58741,26952,31789,36.2,36.9,34.4,43928,3557,5992,3809,5982,8941
"Hicksville CDP, New York",36,34374,43928,21729,22199,47.1,47.0,47.3,25361,1618,3859,2421,3080,4402
"Holbrook CDP, New York",36,35056,25361,11362,13999,42.9,44.4,42.1,20075,1770,2216,2555,3437,2332
"Holtsville CDP, New York",36,35254,20075,10098,9977,39.6,38.4,40.6,31824,1790,4433,3993,3780,5556
"Huntington Station CDP, New York",36,37044,31824,15064,16760,42.0,45.7,41.4,50556,2660,8895,5690,6013,7141
"Irondequoit CDP, New York",36,37737,50556,24307,26249,41.6,38.7,45.2,21643,1739,2615,3150,3182,3086
"Islip CDP, New York",36,37869,21643,10419,11224,43.0,42.7,43.4,31710,15442,3681,2901,2393,2909
"Ithaca city, New York",36,38077,31710,15932,15778,24.6,23.4,25.7,28394,1868,4639,3054,3595,4294
"Jamestown city, New York",36,38264,28394,13759,14635,38.2,36.3,42.7,24098,1565,4853,2664,3213,3688
"Kingston city, New York",36,39727,24098,11082,13016,44.3,44.1,44.6,36220,5204,4065,3163,562,959
"Kiryas Joel village, New York",36,39853,36220,18723,17497,13.9,14.1,13.8,20810,768,3729,2365,3532,2575
"Lackawanna city, New York",36,40189,20810,9923,10887,39.2,39.0,39.9,52036,5108,6609,7297,4975,8042
"Levittown CDP, New York",36,42081,52036,26242,25794,40.5,38.8,42.5,27133,2093,4686,3055,2710,5073
"Lindenhurst village, New York",36,42554,27133,13059,14074,40.9,37.2,43.8,21359,2436,2718,2381,2596,3766
"Lockport city, New York",36,43082,21359,9612,11747,41.6,43.9,36.7,34783,2009,6676,2923,3921,5352
"Long Beach city, New York",36,43335,34783,18142,16641,48.9,43.3,51.1,20396,1241,2518,2507,2845,2902
"Lynbrook village, New York",36,43874,20396,9468,10928,40.5,41.0,39.7,20876,1134,2423,2563,3425,3037
"Mamaroneck village, New York",36,44831,20876,10942,9934,41.8,41.7,41.8,21231,929,3592,2106,3066,3879
"Massapequa CDP, New York",36,45986,21231,10036,11195,43.8,44.5,42.7,24878,1753,3218,2046,2935,3651
"Medford CDP, New York",36,46404,24878,11151,13727,39.8,46.3,33.9,21255,1198,2429,3964,1961,2720
"Merrick CDP, New York",36,46668,21255,10352,10903,39.5,37.2,40.7,30467,2820,3592,3702,5651,4190
"Middletown city, New York",36,47042,30467,15695,14772,39.9,40.4,38.8,21799,1193,2770,3780,2843,2843
"Mineola village, New York",36,47636,21799,11243,10556,43.0,37.3,45.7,26733,1993,2081,3548,899,493
"Monsey CDP, New York",36,48010,26733,13485,13248,14.0,14.3,13.9,72584,5697,9589,9663,11531,10335
"Mount Vernon city, New York",36,49121,72584,32821,39763,41.4,40.7,41.7,23514,1461,3810,3626,2456,3486
"Nanuet CDP, New York",36,49407,23514,12321,11193,39.8,36.3,43.0,28830,2462,4668,4093,4050,3063
"Newburgh city, New York",36,50034,28830,13573,15257,38.1,36.4,41.0,32992,2585,3627,4200,3117,5510
"New City CDP, New York",36,50100,32992,16037,16955,44.2,44.1,44.3,81590,7860,9527,10979,10289,14044
"New Rochelle city, New York",36,50617,81590,38576,43014,44.0,44.4,43.5,8467513,673057,1403519,1171552,1042748,1047711
"New York city, New York",36,51000,8467513,4066818,4400695,38.1,36.8,39.5,48364,4182,6049,6567,5865,5508
"Niagara Falls city, New York",36,51055,48364,23048,25316,39.9,39.8,40.0,30911,3417,3482,2664,6400,4132
"North Amityville CDP, New York",36,51396,30911,14465,16446,37.6,40.1,37.0,20209,2624,2900,1241,3100,3713
"North Babylon CDP, New York",36,51440,20209,9881,10328,45.7,42.1,47.9,21786,1821,2634,3206,2839,4244
"North Bellmore CDP, New York",36,51517,21786,11767,10019,40.3,43.5,37.4,30409,1704,5211,3479,3480,5241
"North Tonawanda city, New York",36,53682,30409,15475,14934,44.6,41.7,47.2,20797,2449,2294,3251,3485,2862
"North Valley Stream CDP, New York",36,53748,20797,10597,10200,39.8,36.9,40.8,31994,2510,3491,3212,4220,5553
"Oceanside CDP, New York",36,54441,31994,17018,14976,48.5,43.8,50.0,27226,1730,3918,3519,4546,2277
"Ossining village, New York",36,55530,27226,14231,12995,36.5,36.5,36.4,25743,3102,4204,3206,3163,5190
"Peekskill city, New York",36,56979,25743,12679,13064,41.0,38.2,48.2,23649,1987,1516,2660,4625,2556
"Plainview CDP, New York",36,58442,23649,10517,13132,46.4,44.6,47.2,20345,4890,3549,2108,1045,2027
"Plattsburgh city, New York",36,58574,20345,9641,10704,27.5,26.8,28.6,28450,3509,2982,4644,3375,4862
"Port Chester village, New York",36,59223,28450,14961,13489,40.7,38.6,42.6,21258,846,1599,3898,2105,2468
"Port Washington CDP, New York",36,59520,21258,11244,10014,37.0,34.8,38.8,31855,2426,5592,4302,3433,4342
"Poughkeepsie city, New York",36,59641,31855,15882,15973,41.9,39.0,45.5,210594,24439,37976,24829,24185,25442
"Rochester city, New York",36,63000,210594,100490,110104,34.6,33.3,36.3,25813,2151,1747,3762,2941,3770
"Rockville Centre village, New York",36,63264,25813,12593,13220,42.4,39.9,44.8,31993,3023,4759,3300,4422,3632
"Rome city, New York",36,63418,31993,17212,14781,39.7,34.6,46.9,22333,1594,2649,3798,4054,3028
"Ronkonkoma CDP, New York",36,63473,22333,10945,11388,37.8,38.7,35.8,20860,1554,3203,2893,2383,2528
"Roosevelt CDP, New York",36,63506,20860,11321,9539,34.2,32.1,37.5,24975,2103,2907,3104,2627,3685
"Rotterdam CDP, New York",36,63924,24975,11127,13848,42.8,40.4,45.1,28303,3866,3381,3795,2557,4259
"Saratoga Springs city, New York",36,65255,28303,13918,14385,43.0,42.7,43.6,66985,7596,10169,8257,7868,9806
"Schenectady city, New York",36,65508,66985,34357,32628,37.8,33.2,41.5,20817,2272,2833,2380,3403,2890
"Selden CDP, New York",36,66212,20817,10099,10718,40.8,41.7,40.1,27497,2332,2631,5066,2470,4353
"Shirley CDP, New York",36,67070,27497,14577,12920,39.3,35.7,43.5,22407,1263,1778,2373,3915,3809
"Smithtown CDP, New York",36,67851,22407,11681,10726,51.7,50.7,52.7,30972,3079,4387,5103,2121,1964
"Spring Valley village, New York",36,70420,30972,14485,16487,26.5,28.3,24.2,146124,22631,24029,16415,12627,17687
"Syracuse city, New York",36,73000,146124,69636,76488,33.2,32.7,33.8,56344,3629,9098,6417,6438,9543
"Tonawanda Town CDP, New York",36,75021,56344,25448,30896,40.7,38.9,41.7,50394,8918,9827,6080,4623,5457
"Troy city, New York",36,75484,50394,23288,27106,32.5,30.8,34.9,26356,4374,2991,3011,3429,2914
"Uniondale CDP, New York",36,76089,26356,12581,13775,36.8,36.2,38.9,64497,7038,9537,7795,7698,8579
"Utica city, New York",36,76540,64497,30698,33799,37.6,36.3,39.6,40421,3696,6080,6246,4537,6049
"Valley Stream village, New York",36,76705,40421,19715,20706,40.2,38.2,41.6,24580,1783,4338,3219,2719,3341
"Watertown city, New York",36,78608,24580,13011,11569,35.4,34.4,36.5,40402,2619,5302,5727,5372,6761
"West Babylon CDP, New York",36,79246,40402,20692,19710,44.5,41.9,47.4,20948,2718,2055,2426,2904,2995
"West Hempstead CDP, New York",36,80225,20948,10286,10662,39.3,37.4,43.4,27492,2247,3412,3295,3570,3989
"West Islip CDP, New York",36,80302,27492,14629,12863,39.0,37.0,41.3,45279,4456,5215,5106,6167,6292
"West Seneca CDP, New York",36,80907,45279,21781,23498,45.7,45.7,45.7,59538,3320,10292,7623,7330,8491
"White Plains city, New York",36,81677,59538,29637,29901,41.8,37.6,45.3,209506,18362,30528,24896,27277,25830
"Yonkers city, New York",36,84000,209506,100921,108585,38.5,37.1,40.2,62904,4249,10627,10199,8699,6192
"Apex town, North Carolina",37,01520,62904,30060,32844,34.4,34.0,34.5,27126,1615,3688,5031,2366,3495
"Asheboro city, North Carolina",37,02080,27126,14165,12961,36.6,36.5,36.8,94070,7807,16685,11603,10569,11895
"Asheville city, North Carolina",37,02140,94070,46046,48024,41.6,38.8,44.8,20620,12612,942,1815,695,1958
"Boone town, North Carolina",37,07080,20620,9315,11305,21.3,21.5,20.8,57763,6703,7348,6467,7857,5827
"Burlington city, North Carolina",37,09060,57763,28646,29117,36.6,32.7,40.0,20053,2726,3434,2693,3134,2772
"Carrboro town, North Carolina",37,10620,20053,10220,9833,38.3,37.3,38.6,178508,16981,20886,25790,28223,22480
"Cary town, North Carolina",37,10740,178508,88528,89980,38.7,36.8,40.4,61151,19553,5967,5861,7405,5226
"Chapel Hill town, North Carolina",37,11800,61151,28533,32618,26.4,25.2,29.4,879697,84476,162263,127466,114078,96310
"Charlotte city, North Carolina",37,12000,879697,423800,455897,34.8,34.2,35.5,28309,2076,2904,3645,4221,2554
"Clayton town, North Carolina",37,12860,28309,12346,15963,27.3,21.1,30.6,19500,1473,2342,2587,3107,2969
"Clemmons village, North Carolina",37,12960,19500,9251,10249,41.5,37.9,44.5,107688,10579,11977,18086,14003,10558
"Concord city, North Carolina",37,14100,107688,51148,56540,36.0,35.2,37.0,31646,1104,3696,4002,4287,4442
"Cornelius town, North Carolina",37,14700,31646,14558,17088,42.8,42.4,42.9,285439,30795,52181,42956,33711,30815
"Durham city, North Carolina",37,19000,285439,133502,151937,35.3,34.7,35.6,20213,3994,2140,2285,1762,1812
"Elizabeth City city, North Carolina",37,20580,20213,8944,11269,33.7,29.8,36.5,208792,28852,39503,25967,19906,18449
"Fayetteville city, North Carolina",37,22920,208792,104755,104037,30.8,28.9,33.1,36721,1062,2953,6411,5777,4329
"Fuquay-Varina town, North Carolina",37,25300,36721,16913,19808,39.5,38.3,41.2,31930,2733,5196,3923,4103,3982
"Garner town, North Carolina",37,25480,31930,15748,16182,42.0,35.4,43.6,81159,6252,11808,10884,10556,9885
"Gastonia city, North Carolina",37,25580,81159,38326,42833,38.8,35.3,40.8,32749,3800,3975,3602,3316,3286
"Goldsboro city, North Carolina",37,26880,32749,16031,16718,36.2,33.3,38.9,298250,37918,43276,38114,35952,33881
"Greensboro city, North Carolina",37,28000,298250,136498,161752,36.3,35.6,37.3,88733,25385,12716,9833,8357,7495
"Greenville city, North Carolina",37,28080,88733,40097,48636,26.6,25.7,28.6,22162,3304,1754,1870,5583,1824
"Harrisburg town, North Carolina",37,29800,22162,8847,13315,36.3,47.1,31.7,22170,6809,3060,1359,1278,1477
"Havelock city, North Carolina",37,30120,22170,11272,10898,23.1,22.9,23.3,43423,6725,6761,5314,4286,4361
"Hickory city, North Carolina",37,31060,43423,21401,22022,33.6,35.5,31.8,115287,13284,14888,13851,14233,14212
"High Point city, North Carolina",37,31400,115287,56648,58639,37.5,32.4,40.8,43529,2964,4646,6177,6830,3813
"Holly Springs town, North Carolina",37,32260,43529,20858,22671,34.2,34.4,33.9,61844,2291,7703,11302,9269,7398
"Huntersville town, North Carolina",37,33120,61844,29486,32358,38.2,39.0,37.6,40941,3522,4915,7724,5256,4980
"Indian Trail town, North Carolina",37,33560,40941,20326,20615,36.5,36.6,36.5,72881,29314,14153,5563,3599,4048
"Jacksonville city, North Carolina",37,34200,72881,47887,24994,22.8,22.2,28.5,52131,2537,6801,8451,8439,6769
"Kannapolis city, North Carolina",37,35200,52131,27219,24912,38.9,37.1,41.8,27665,2082,3773,2946,3732,3911
"Kernersville town, North Carolina",37,35600,27665,13186,14479,38.4,38.4,38.4,25962,1797,4041,2970,2323,2512
"Leland town, North Carolina",37,37680,25962,12477,13485,45.8,44.2,52.9,20829,1928,2211,3276,1744,2173
"Lenoir city, North Carolina",37,37760,20829,9285,11544,38.4,39.6,38.2,24686,2361,3350,2657,2949,3393
"Lexington city, North Carolina",37,38060,24686,11817,12869,34.2,36.0,31.4,19333,2060,2364,1994,2029,2333
"Lumberton city, North Carolina",37,39700,19333,9979,9354,33.5,31.0,37.4,29626,1994,3144,4308,3159,3624
"Matthews town, North Carolina",37,41960,29626,14018,15608,43.5,41.9,44.8,20083,2008,3577,3198,2644,1348
"Mebane city, North Carolina",37,42240,20083,7976,12107,35.0,34.5,35.2,26629,1908,2501,2859,5219,4941
"Mint Hill town, North Carolina",37,43480,26629,13735,12894,47.9,45.5,50.1,34891,3930,4952,4925,3047,3542
"Monroe city, North Carolina",37,43920,34891,17383,17508,32.6,29.8,33.8,51596,3286,7127,7855,7537,4575
"Mooresville town, North Carolina",37,44220,51596,25469,26127,36.3,35.1,37.2,19765,1471,2341,2640,1563,2503
"Morganton city, North Carolina",37,44400,19765,9358,10407,41.6,39.3,44.4,31172,2700,6671,6994,3854,2005
"Morrisville town, North Carolina",37,44520,31172,15168,16004,33.4,31.5,34.6,19007,1742,4274,2544,2565,1760
"Murraysville CDP, North Carolina",37,45720,19007,8873,10134,33.4,32.4,35.5,31339,1438,6958,2431,3620,3501
"New Bern city, North Carolina",37,46340,31339,13963,17376,38.4,37.2,44.4,469502,52417,86486,69057,58791,49947
"Raleigh city, North Carolina",37,55000,469502,227641,241861,35.0,34.4,35.9,54551,6240,6279,5129,6420,7622
"Rocky Mount city, North Carolina",37,57500,54551,25875,28676,41.1,34.8,47.9,35763,5347,3520,4795,3995,3963
"Salisbury city, North Carolina",37,58860,35763,16812,18951,40.2,39.7,41.3,30678,1927,4727,4650,4096,2857
"Sanford city, North Carolina",37,59280,30678,15297,15381,37.7,35.2,40.6,20373,1031,3200,2588,2322,2455
"Shelby city, North Carolina",37,61200,20373,9026,11347,41.4,41.9,40.9,28836,2255,4819,3976,3160,3520
"Statesville city, North Carolina",37,64740,28836,13644,15192,35.1,34.6,35.3,27591,1790,4174,2681,2945,3619
"Thomasville city, North Carolina",37,67420,27591,12825,14766,37.5,37.3,37.8,49299,3201,6026,8247,8541,3750
"Wake Forest town, North Carolina",37,70540,49299,25938,23361,38.2,37.4,39.3,24236,1607,1031,3713,5280,2076
"Waxhaw town, North Carolina",37,71460,24236,11298,12938,37.9,41.4,35.4,117642,19426,17106,11141,14645,16910
"Wilmington city, North Carolina",37,74440,117642,54362,63280,42.0,41.2,43.6,47731,4156,6347,7050,4338,6349
"Wilson city, North Carolina",37,74540,47731,21409,26322,38.8,38.3,41.3,250337,28724,37105,31074,27515,31226
"Winston-Salem city, North Carolina",37,75000,250337,116795,133542,36.4,35.4,37.2,74141,6319,10251,10087,8461,9627
"Bismarck city, North Dakota",38,07200,74141,37308,36833,39.3,37.7,41.1,24731,2696,3648,3662,2406,3008
"Dickinson city, North Dakota",38,19620,24731,12688,12043,32.5,30.9,33.5,124843,20197,21534,16227,11089,13641
"Fargo city, North Dakota",38,25700,124843,61849,62994,31.8,32.5,31.4,58985,12507,9839,6644,5189,5187
"Grand Forks city, North Dakota",38,32060,58985,29212,29773,29.5,28.3,30.2,22068,3412,3583,1623,2612,3452
"Mandan city, North Dakota",38,49900,22068,11957,10111,35.4,28.0,45.5,46613,6878,10098,5680,3383,5384
"Minot city, North Dakota",38,53380,46613,25070,21543,32.3,32.0,33.3,39483,4474,6178,6024,5937,3441
"West Fargo city, North Dakota",38,84780,39483,19879,19604,36.2,34.9,38.9,24584,1504,5590,4888,1868,1447
"Williston city, North Dakota",38,86220,24584,14010,10574,31.4,29.7,31.6,189343,19127,28331,22996,24097,22571
"Akron city, Ohio",39,01000,189343,91399,97944,39.5,36.9,40.9,21865,2686,2557,2633,2079,3369
"Alliance city, Ohio",39,01420,21865,10478,11387,36.9,35.2,40.8,20334,2731,2866,2146,1884,1911
"Ashland city, Ohio",39,02568,20334,10136,10198,36.4,33.4,39.8,23043,12811,2543,1514,1084,982
"Athens city, Ohio",39,02736,23043,11096,11947,21.0,21.8,20.3,29788,1978,4963,3496,3227,4300
"Austintown CDP, Ohio",39,03184,29788,15070,14718,41.1,39.2,42.9,25270,1136,2297,2958,4082,2202
"Avon city, Ohio",39,03352,25270,12752,12518,37.1,30.8,43.9,25592,1864,2369,3824,3394,3456
"Avon Lake city, Ohio",39,03464,25592,12456,13136,41.3,36.9,44.6,24981,1048,3606,3716,2124,3576
"Barberton city, Ohio",39,03828,24981,12537,12444,37.5,37.7,36.5,47588,3483,8107,5308,5547,5703
"Beavercreek city, Ohio",39,04720,47588,22593,24995,39.7,39.7,39.7,20808,3331,2055,2626,2268,2577
"Berea city, Ohio",39,05690,20808,10224,10584,35.7,34.3,37.2,30674,12942,4310,1613,2452,2616
"Bowling Green city, Ohio",39,07972,30674,15223,15451,24.4,24.6,23.9,20271,2008,2034,1968,3300,1962
"Broadview Heights city, Ohio",39,09064,20271,9250,11021,44.0,43.6,44.2,35351,4033,4580,3810,5403,5590
"Brunswick city, Ohio",39,09680,35351,17335,18016,40.9,41.1,40.6,70438,5531,8679,9263,8920,10293
"Canton city, Ohio",39,12000,70438,34574,35864,40.9,38.7,42.5,24728,2225,2907,2936,2366,2646
"Centerville city, Ohio",39,13190,24728,11517,13211,45.7,42.9,50.1,22671,2062,2618,3095,2685,2798
"Chillicothe city, Ohio",39,14184,22671,11041,11630,43.0,40.4,46.1,308913,41532,59996,38380,28691,33121
"Cincinnati city, Ohio",39,15000,308913,146416,162497,32.5,31.9,33.3,368006,37919,63547,44335,41713,50529
"Cleveland city, Ohio",39,16000,368006,178621,189385,36.3,35.7,36.8,44660,5627,7063,6357,3916,3936
"Cleveland Heights city, Ohio",39,16014,44660,20959,23701,34.2,31.4,37.5,907310,106247,185052,120330,98479,100188
"Columbus city, Ohio",39,18000,907310,447150,460160,33.1,32.5,33.7,50818,3554,10334,6635,4703,6059
"Cuyahoga Falls city, Ohio",39,19778,50818,23869,26949,37.7,39.6,35.1,137581,20463,19984,17675,10299,16826
"Dayton city, Ohio",39,21000,137581,65054,72527,31.9,30.5,33.1,44423,4582,7348,6398,5814,3452
"Delaware city, Ohio",39,21434,44423,22266,22157,34.5,34.2,35.3,49660,1846,2556,7239,10368,5469
"Dublin city, Ohio",39,22694,49660,24993,24667,43.7,43.8,42.7,52805,4897,7411,6834,6350,7994
"Elyria city, Ohio",39,25256,52805,25371,27434,39.4,36.3,41.5,48919,2555,6639,5425,6356,6809
"Euclid city, Ohio",39,25704,48919,23199,25720,42.6,38.0,45.7,33615,4553,4342,4058,4432,4935
"Fairborn city, Ohio",39,25914,33615,18011,15604,38.8,38.6,39.2,44550,4003,4751,6692,5194,7125
"Fairfield city, Ohio",39,25970,44550,22522,22028,39.9,42.3,38.8,39946,3715,6514,5848,4268,4122
"Findlay city, Ohio",39,27048,39946,19368,20578,37.7,35.7,38.1,20272,3327,2291,2795,3058,1830
"Forest Park city, Ohio",39,27706,20272,9516,10756,38.3,36.8,38.7,35306,2154,3194,5366,4732,3247
"Gahanna city, Ohio",39,29106,35306,17270,18036,37.6,37.1,38.1,29376,3064,3814,2821,4148,4312
